"Info";"Date";"Time";"TimeStamp";"0,1 - KCU_LoopCnt";"0,1 - KCU_OsEtime";"0,1 - KCU_LoopTime";"0,1 - KCU_TimeWorkActual";"0,1 - KCU_RAM";"0,1 - KCU_OsStart";"0,2 - KFU_LoopCnt";"0,2 - KFU_OsEtime";"0,2 - KFU_LoopTime";"0,2 - KFU_TimeWorkActual";"0,2 - KFU_RAM";"0,2 - KFU_OsStart";"0,4 - KFU_3_LoopCnt";"0,4 - KFU_3_OsEtime";"0,4 - KFU_3_LoopTime";"0,4 - KFU_3_TimeWorkActual";"0,4 - KFU_3_RAM";"0,4 - KFU_3_OsStart";"0,7 - KAU_7_LoopCnt";"0,7 - KAU_7_OsEtime";"0,7 - KAU_7_LoopTime";"0,7 - KAU_7_TimeWorkActual";"0,7 - KAU_7_RAM";"0,7 - KAU_7_OsStart";"0,11 - KAU_6_LoopCnt";"0,11 - KAU_6_OsEtime";"0,11 - KAU_6_LoopTime";"0,11 - KAU_6_TimeWorkActual";"0,11 - KAU_6_RAM";"0,11 - KAU_6_OsStart"
"";"2024-10-24";"16:13:13.790";"20252";"24137";"28975";"12";"9";"0";"0";"16494";"28958";"19";"17";"0";"0";"28950";"28960";"10";"7";"0";"0";"24125";"28962";"12";"8";"0";"0";"48268";"28964";"6";"2";"0";"0"
"";"2024-10-24";"16:13:13.852";"20314";"24142";"28981";"12";"7";"0";"0";"16497";"28963";"20";"19";"0";"0";"28956";"28966";"10";"4";"0";"0";"24130";"28968";"12";"7";"0";"0";"48278";"28970";"6";"2";"0";"0"
"";"2024-10-24";"16:13:13.913";"20375";"24148";"28988";"12";"7";"0";"0";"16501";"28971";"19";"18";"0";"0";"28963";"28973";"10";"6";"0";"0";"24135";"28974";"12";"7";"0";"0";"48288";"28976";"6";"2";"0";"0"
"";"2024-10-24";"16:13:13.971";"20433";"24153";"28994";"12";"9";"0";"0";"16504";"28977";"18";"20";"0";"0";"28969";"28979";"10";"6";"0";"0";"24140";"28980";"12";"7";"0";"0";"48298";"28982";"6";"3";"0";"0"
"";"2024-10-24";"16:13:14.030";"20492";"24158";"29000";"12";"9";"0";"0";"16507";"28982";"20";"19";"0";"0";"28974";"28984";"10";"7";"0";"0";"24145";"28986";"12";"6";"0";"0";"48308";"28988";"6";"2";"0";"0"
"";"2024-10-24";"16:13:14.066";"20528";"24162";"29005";"12";"8";"0";"0";"16509";"28986";"18";"17";"0";"0";"28978";"28988";"10";"6";"0";"0";"24148";"28989";"12";"8";"0";"0";"48314";"28992";"6";"2";"0";"0"
"";"2024-10-24";"16:13:14.102";"20564";"24165";"29008";"12";"8";"0";"0";"16511";"28990";"21";"20";"0";"0";"28982";"28992";"10";"6";"0";"0";"24151";"28993";"12";"8";"0";"0";"48320";"28995";"6";"2";"0";"0"
"";"2024-10-24";"16:13:14.150";"20612";"24168";"29012";"12";"8";"0";"0";"16513";"28994";"19";"18";"0";"0";"28986";"28996";"10";"6";"0";"0";"24155";"28998";"12";"7";"0";"0";"48328";"29000";"6";"4";"0";"0"
"";"2024-10-24";"16:13:14.210";"20672";"24172";"29017";"12";"7";"0";"0";"16516";"29000";"20";"21";"0";"0";"28992";"29002";"10";"5";"0";"0";"24160";"29004";"12";"6";"0";"0";"48338";"29006";"6";"2";"0";"0"
"";"2024-10-24";"16:13:14.247";"20709";"24177";"29023";"12";"8";"0";"0";"16518";"29004";"22";"16";"0";"0";"28996";"29006";"10";"6";"0";"0";"24163";"29007";"12";"7";"0";"0";"48344";"29010";"6";"2";"0";"0"
"";"2024-10-24";"16:13:14.309";"20771";"24181";"29027";"12";"9";"0";"0";"16521";"29010";"18";"17";"0";"0";"29002";"29012";"10";"5";"0";"0";"24168";"29013";"12";"7";"0";"0";"48354";"29016";"6";"3";"0";"0"
"";"2024-10-24";"16:13:14.356";"20818";"24186";"29033";"12";"9";"0";"0";"16524";"29015";"19";"18";"0";"0";"29007";"29017";"10";"5";"0";"0";"24172";"29018";"12";"7";"0";"0";"48362";"29020";"6";"2";"0";"0"
"";"2024-10-24";"16:13:14.415";"20877";"24190";"29038";"12";"8";"0";"0";"16527";"29021";"20";"19";"0";"0";"29013";"29023";"10";"5";"0";"0";"24177";"29024";"12";"7";"0";"0";"48372";"29026";"6";"2";"0";"0"
"";"2024-10-24";"16:13:14.476";"20938";"24195";"29044";"12";"8";"0";"0";"16530";"29026";"17";"17";"0";"0";"29019";"29029";"10";"6";"0";"0";"24182";"29030";"12";"7";"0";"0";"48382";"29032";"6";"3";"0";"0"
"";"2024-10-24";"16:13:14.524";"20986";"24200";"29050";"12";"9";"0";"0";"16533";"29032";"19";"18";"0";"0";"29024";"29034";"10";"8";"0";"0";"24186";"29035";"12";"8";"0";"0";"48390";"29037";"6";"2";"0";"0"
"";"2024-10-24";"16:13:14.582";"21044";"24204";"29055";"12";"8";"0";"0";"16536";"29037";"18";"18";"0";"0";"29029";"29039";"10";"5";"0";"0";"24191";"29041";"12";"7";"0";"0";"48400";"29043";"6";"3";"0";"0"
"";"2024-10-24";"16:13:14.631";"21093";"24208";"29060";"12";"9";"0";"0";"16538";"29041";"19";"17";"0";"0";"29034";"29044";"10";"8";"0";"0";"24195";"29046";"12";"8";"0";"0";"48408";"29048";"6";"3";"0";"0"
"";"2024-10-24";"16:13:14.703";"21165";"24213";"29066";"12";"8";"0";"0";"16542";"29048";"18";"17";"0";"0";"29041";"29051";"10";"5";"0";"0";"24201";"29053";"12";"7";"0";"0";"48420";"29055";"6";"1";"0";"0"
"";"2024-10-24";"16:13:14.764";"21226";"24219";"29073";"12";"6";"0";"0";"16546";"29055";"17";"17";"0";"0";"29048";"29058";"10";"5";"0";"0";"24206";"29059";"12";"7";"0";"0";"48430";"29061";"6";"2";"0";"0"
"";"2024-10-24";"16:13:14.834";"21296";"24224";"29079";"12";"8";"0";"0";"16549";"29061";"20";"19";"0";"0";"29054";"29064";"10";"6";"0";"0";"24212";"29066";"12";"7";"0";"0";"48442";"29068";"6";"2";"0";"0"
"";"2024-10-24";"16:13:14.896";"21358";"24229";"29085";"12";"8";"0";"0";"16553";"29068";"17";"16";"0";"0";"29061";"29071";"10";"6";"0";"0";"24217";"29072";"12";"6";"0";"0";"48452";"29074";"6";"2";"0";"0"
"";"2024-10-24";"16:13:14.943";"21405";"24235";"29092";"12";"8";"0";"0";"16556";"29074";"18";"17";"0";"0";"29066";"29076";"10";"4";"0";"0";"24221";"29077";"12";"7";"0";"0";"48460";"29079";"6";"2";"0";"0"
"";"2024-10-24";"16:13:14.993";"21455";"24239";"29097";"12";"8";"0";"0";"16559";"29079";"19";"18";"0";"0";"29071";"29081";"10";"5";"0";"0";"24225";"29082";"12";"7";"0";"0";"48468";"29084";"6";"3";"0";"0"
"";"2024-10-24";"16:13:15.064";"21526";"24243";"29102";"12";"10";"0";"0";"16562";"29085";"19";"19";"0";"0";"29077";"29087";"10";"6";"0";"0";"24231";"29089";"12";"7";"0";"0";"48480";"29091";"6";"3";"0";"0"
"";"2024-10-24";"16:13:15.122";"21584";"24249";"29109";"12";"8";"0";"0";"16565";"29091";"21";"20";"0";"0";"29083";"29093";"10";"5";"0";"0";"24236";"29095";"12";"7";"0";"0";"48490";"29097";"6";"3";"0";"0"
"";"2024-10-24";"16:13:15.172";"21634";"24253";"29114";"12";"9";"0";"0";"16568";"29097";"18";"18";"0";"0";"29089";"29099";"10";"6";"0";"0";"24240";"29100";"12";"8";"0";"0";"48498";"29102";"6";"2";"0";"0"
"";"2024-10-24";"16:13:15.243";"21705";"24258";"29120";"12";"8";"0";"0";"16571";"29102";"20";"19";"0";"0";"29095";"29105";"10";"6";"0";"0";"24246";"29107";"12";"7";"0";"0";"48510";"29109";"6";"2";"0";"0"
"";"2024-10-24";"16:13:15.302";"21764";"24264";"29127";"12";"7";"0";"0";"16575";"29110";"17";"16";"0";"0";"29102";"29112";"10";"5";"0";"0";"24251";"29113";"12";"6";"0";"0";"48520";"29115";"6";"2";"0";"0"
"";"2024-10-24";"16:13:15.354";"21816";"24268";"29132";"12";"8";"0";"0";"16577";"29113";"18";"17";"0";"0";"29106";"29116";"10";"6";"0";"0";"24255";"29118";"12";"8";"0";"0";"48528";"29120";"6";"2";"0";"0"
"";"2024-10-24";"16:13:15.410";"21872";"24273";"29138";"12";"8";"0";"0";"16580";"29119";"21";"16";"0";"0";"29112";"29122";"10";"5";"0";"0";"24260";"29124";"12";"7";"0";"0";"48538";"29126";"6";"2";"0";"0"
"";"2024-10-24";"16:13:15.470";"21932";"24277";"29143";"12";"7";"0";"0";"16583";"29125";"18";"17";"0";"0";"29118";"29128";"10";"5";"0";"0";"24265";"29130";"12";"7";"0";"0";"48548";"29132";"6";"2";"0";"0"
"";"2024-10-24";"16:13:15.544";"22006";"24283";"29150";"12";"8";"0";"0";"16587";"29132";"20";"19";"0";"0";"29125";"29135";"10";"7";"0";"0";"24271";"29137";"12";"7";"0";"0";"48560";"29139";"6";"2";"0";"0"
"";"2024-10-24";"16:13:15.603";"22065";"24289";"29157";"12";"7";"0";"0";"16590";"29138";"20";"18";"0";"0";"29131";"29141";"10";"5";"0";"0";"24276";"29143";"12";"8";"0";"0";"48570";"29145";"6";"2";"0";"0"
"";"2024-10-24";"16:13:15.650";"22112";"24293";"29162";"12";"8";"0";"0";"16593";"29144";"17";"16";"0";"0";"29136";"29146";"10";"7";"0";"0";"24280";"29148";"12";"7";"0";"0";"48578";"29150";"6";"2";"0";"0"
"";"2024-10-24";"16:13:15.712";"22174";"24297";"29167";"12";"8";"0";"0";"16596";"29150";"21";"18";"0";"0";"29142";"29152";"10";"5";"0";"0";"24285";"29154";"12";"7";"0";"0";"48588";"29156";"6";"2";"0";"0"
"";"2024-10-24";"16:13:15.771";"22233";"24303";"29174";"12";"7";"0";"0";"16600";"29157";"18";"18";"0";"0";"29149";"29159";"10";"5";"0";"0";"24290";"29160";"12";"7";"0";"0";"48598";"29162";"6";"3";"0";"0"
"";"2024-10-24";"16:13:15.845";"22307";"24308";"29180";"12";"9";"0";"0";"16603";"29162";"21";"20";"0";"0";"29155";"29165";"10";"7";"0";"0";"24296";"29167";"12";"8";"0";"0";"48610";"29169";"6";"2";"0";"0"
"";"2024-10-24";"16:13:15.890";"22352";"24314";"29187";"12";"7";"0";"0";"16606";"29168";"20";"18";"0";"0";"29160";"29170";"10";"6";"0";"0";"24300";"29172";"12";"6";"0";"0";"48618";"29174";"6";"2";"0";"0"
"";"2024-10-24";"16:13:15.938";"22400";"24317";"29191";"12";"10";"0";"0";"16608";"29172";"19";"19";"0";"0";"29165";"29175";"10";"7";"0";"0";"24304";"29177";"12";"8";"0";"0";"48626";"29179";"6";"2";"0";"0"
"";"2024-10-24";"16:13:16.011";"22473";"24322";"29197";"12";"7";"0";"0";"16612";"29179";"18";"18";"0";"0";"29172";"29182";"10";"7";"0";"0";"24310";"29184";"12";"8";"0";"0";"48638";"29186";"6";"2";"0";"0"
"";"2024-10-24";"16:13:16.074";"22536";"24328";"29204";"12";"8";"0";"0";"16615";"29185";"20";"19";"0";"0";"29178";"29188";"10";"5";"0";"0";"24315";"29190";"12";"8";"0";"0";"48648";"29192";"6";"2";"0";"0"
"";"2024-10-24";"16:13:16.146";"22608";"24333";"29210";"12";"8";"0";"0";"16619";"29193";"19";"18";"0";"0";"29185";"29195";"10";"6";"0";"0";"24321";"29197";"12";"7";"0";"0";"48660";"29199";"6";"2";"0";"0"
"";"2024-10-24";"16:13:16.216";"22678";"24339";"29217";"12";"7";"0";"0";"16623";"29200";"19";"18";"0";"0";"29193";"29203";"10";"6";"0";"0";"24327";"29204";"12";"6";"0";"0";"48672";"29206";"6";"3";"0";"0"
"";"2024-10-24";"16:13:16.263";"22725";"24345";"29224";"12";"8";"0";"0";"16626";"29206";"17";"18";"0";"0";"29198";"29208";"10";"5";"0";"0";"24331";"29209";"12";"6";"0";"0";"48680";"29211";"6";"2";"0";"0"
"";"2024-10-24";"16:13:16.323";"22785";"24349";"29229";"12";"8";"0";"0";"16629";"29211";"19";"18";"0";"0";"29204";"29214";"10";"7";"0";"0";"24336";"29215";"12";"7";"0";"0";"48690";"29217";"6";"2";"0";"0"
"";"2024-10-24";"16:13:16.382";"22844";"24354";"29235";"12";"8";"0";"0";"16632";"29217";"18";"18";"0";"0";"29209";"29219";"10";"5";"0";"0";"24341";"29221";"12";"8";"0";"0";"48700";"29223";"6";"2";"0";"0"
"";"2024-10-24";"16:13:16.443";"22905";"24358";"29240";"12";"7";"0";"0";"16635";"29222";"19";"18";"0";"0";"29215";"29225";"10";"7";"0";"0";"24346";"29227";"12";"8";"0";"0";"48710";"29229";"6";"2";"0";"0"
"";"2024-10-24";"16:13:16.503";"22965";"24364";"29247";"12";"7";"0";"0";"16639";"29230";"18";"17";"0";"0";"29222";"29232";"10";"6";"0";"0";"24351";"29233";"12";"7";"0";"0";"48720";"29235";"6";"2";"0";"0"
"";"2024-10-24";"16:13:16.564";"23026";"24369";"29253";"12";"9";"0";"0";"16642";"29235";"17";"16";"0";"0";"29227";"29237";"10";"5";"0";"0";"24356";"29239";"12";"7";"0";"0";"48730";"29241";"6";"2";"0";"0"
"";"2024-10-24";"16:13:16.611";"23073";"24374";"29259";"12";"7";"0";"0";"16645";"29240";"18";"17";"0";"0";"29232";"29242";"10";"6";"0";"0";"24360";"29244";"12";"7";"0";"0";"48738";"29246";"6";"2";"0";"0"
"";"2024-10-24";"16:13:16.672";"23134";"24377";"29263";"12";"9";"0";"0";"16648";"29246";"18";"16";"0";"0";"29238";"29248";"10";"6";"0";"0";"24365";"29250";"12";"7";"0";"0";"48748";"29252";"6";"3";"0";"0"
"";"2024-10-24";"16:13:16.743";"23205";"24383";"29270";"12";"8";"0";"0";"16652";"29253";"18";"18";"0";"0";"29245";"29255";"10";"6";"0";"0";"24371";"29257";"12";"7";"0";"0";"48760";"29259";"6";"2";"0";"0"
"";"2024-10-24";"16:13:16.804";"23266";"24389";"29277";"12";"8";"0";"0";"16656";"29260";"18";"18";"0";"0";"29252";"29262";"10";"5";"0";"0";"24376";"29263";"12";"7";"0";"0";"48770";"29265";"6";"2";"0";"0"
"";"2024-10-24";"16:13:16.864";"23326";"24394";"29283";"12";"8";"0";"0";"16659";"29265";"19";"18";"0";"0";"29257";"29267";"10";"5";"0";"0";"24381";"29269";"12";"7";"0";"0";"48780";"29271";"6";"2";"0";"0"
"";"2024-10-24";"16:13:16.922";"23384";"24399";"29289";"12";"7";"0";"0";"16662";"29271";"18";"18";"0";"0";"29263";"29273";"10";"5";"0";"0";"24386";"29275";"12";"8";"0";"0";"48790";"29277";"6";"2";"0";"0"
"";"2024-10-24";"16:13:16.971";"23433";"24403";"29294";"12";"8";"0";"0";"16665";"29276";"18";"17";"0";"0";"29268";"29278";"10";"7";"0";"0";"24390";"29280";"12";"7";"0";"0";"48798";"29282";"6";"2";"0";"0"
"";"2024-10-24";"16:13:17.034";"23496";"24408";"29300";"12";"7";"0";"0";"16668";"29282";"19";"18";"0";"0";"29274";"29284";"10";"8";"0";"0";"24395";"29286";"12";"8";"0";"0";"48808";"29288";"6";"2";"0";"0"
"";"2024-10-24";"16:13:17.090";"23552";"24413";"29306";"12";"7";"0";"0";"16671";"29287";"20";"19";"0";"0";"29280";"29290";"10";"6";"0";"0";"24400";"29292";"12";"8";"0";"0";"48818";"29294";"6";"2";"0";"0"
"";"2024-10-24";"16:13:17.138";"23600";"24417";"29311";"12";"8";"0";"0";"16674";"29293";"19";"18";"0";"0";"29285";"29295";"10";"7";"0";"0";"24404";"29297";"12";"7";"0";"0";"48826";"29299";"6";"2";"0";"0"
"";"2024-10-24";"16:13:17.200";"23662";"24421";"29315";"12";"9";"0";"0";"16677";"29298";"19";"18";"0";"0";"29291";"29301";"10";"4";"0";"0";"24409";"29303";"12";"9";"0";"0";"48836";"29305";"6";"2";"0";"0"
"";"2024-10-24";"16:13:17.246";"23708";"24427";"29323";"12";"8";"0";"0";"16680";"29304";"20";"19";"0";"0";"29296";"29306";"10";"5";"0";"0";"24413";"29307";"12";"7";"0";"0";"48844";"29310";"6";"2";"0";"0"
"";"2024-10-24";"16:13:17.282";"23744";"24430";"29326";"12";"8";"0";"0";"16682";"29308";"20";"18";"0";"0";"29300";"29310";"10";"6";"0";"0";"24416";"29311";"12";"8";"0";"0";"48850";"29313";"6";"2";"0";"0"
"";"2024-10-24";"16:13:17.332";"23794";"24433";"29330";"12";"9";"0";"0";"16684";"29312";"18";"19";"0";"0";"29304";"29314";"10";"7";"0";"0";"24420";"29316";"12";"8";"0";"0";"48858";"29318";"6";"3";"0";"0"
"";"2024-10-24";"16:13:17.378";"23840";"24438";"29336";"12";"8";"0";"0";"16687";"29317";"19";"18";"0";"0";"29309";"29319";"10";"5";"0";"0";"24424";"29321";"12";"6";"0";"0";"48866";"29323";"6";"2";"0";"0"
"";"2024-10-24";"16:13:17.440";"23902";"24442";"29341";"12";"7";"0";"0";"16690";"29323";"17";"18";"0";"0";"29315";"29325";"10";"7";"0";"0";"24429";"29327";"12";"8";"0";"0";"48876";"29329";"6";"3";"0";"0"
"";"2024-10-24";"16:13:17.486";"23948";"24447";"29347";"12";"8";"0";"0";"16693";"29328";"18";"17";"0";"0";"29320";"29330";"10";"6";"0";"0";"24433";"29331";"12";"8";"0";"0";"48884";"29334";"6";"3";"0";"0"
"";"2024-10-24";"16:13:17.548";"24010";"24451";"29351";"12";"8";"0";"0";"16696";"29334";"19";"18";"0";"0";"29326";"29336";"10";"7";"0";"0";"24438";"29337";"12";"7";"0";"0";"48894";"29340";"6";"3";"0";"0"
"";"2024-10-24";"16:13:17.598";"24060";"24456";"29357";"12";"8";"0";"0";"16699";"29339";"19";"18";"0";"0";"29331";"29341";"10";"6";"0";"0";"24442";"29342";"12";"7";"0";"0";"48902";"29344";"6";"2";"0";"0"
"";"2024-10-24";"16:13:17.655";"24117";"24460";"29362";"12";"8";"0";"0";"16702";"29345";"19";"17";"0";"0";"29337";"29347";"10";"6";"0";"0";"24447";"29348";"12";"7";"0";"0";"48912";"29350";"6";"2";"0";"0"
"";"2024-10-24";"16:13:17.715";"24177";"24465";"29368";"12";"8";"0";"0";"16705";"29350";"20";"19";"0";"0";"29343";"29353";"10";"6";"0";"0";"24452";"29354";"12";"6";"0";"0";"48922";"29356";"6";"2";"0";"0"
"";"2024-10-24";"16:13:17.764";"24226";"24469";"29373";"12";"7";"0";"0";"16708";"29356";"18";"18";"0";"0";"29348";"29358";"10";"6";"0";"0";"24456";"29359";"12";"7";"0";"0";"48930";"29361";"6";"2";"0";"0"
"";"2024-10-24";"16:13:17.822";"24284";"24474";"29379";"12";"8";"0";"0";"16711";"29362";"21";"20";"0";"0";"29354";"29364";"10";"5";"0";"0";"24461";"29365";"12";"6";"0";"0";"48940";"29367";"6";"2";"0";"0"
"";"2024-10-24";"16:13:17.871";"24333";"24478";"29384";"12";"8";"0";"0";"16713";"29366";"18";"17";"0";"0";"29358";"29368";"10";"8";"0";"0";"24465";"29370";"12";"8";"0";"0";"48948";"29372";"6";"2";"0";"0"
"";"2024-10-24";"16:13:17.930";"24392";"24483";"29390";"12";"7";"0";"0";"16716";"29372";"21";"19";"0";"0";"29364";"29374";"10";"6";"0";"0";"24470";"29376";"12";"8";"0";"0";"48958";"29378";"6";"2";"0";"0"
"";"2024-10-24";"16:13:17.991";"24453";"24487";"29395";"12";"8";"0";"0";"16719";"29377";"18";"17";"0";"0";"29370";"29380";"10";"5";"0";"0";"24475";"29382";"12";"7";"0";"0";"48968";"29384";"6";"3";"0";"0"
"";"2024-10-24";"16:13:18.051";"24513";"24493";"29402";"12";"9";"0";"0";"16723";"29385";"19";"18";"0";"0";"29377";"29387";"10";"6";"0";"0";"24480";"29388";"12";"8";"0";"0";"48978";"29390";"6";"3";"0";"0"
"";"2024-10-24";"16:13:18.122";"24584";"24498";"29408";"12";"9";"0";"0";"16726";"29391";"19";"21";"0";"0";"29383";"29393";"10";"5";"0";"0";"24486";"29395";"12";"7";"0";"0";"48990";"29397";"6";"2";"0";"0"
"";"2024-10-24";"16:13:18.170";"24632";"24503";"29414";"12";"8";"0";"0";"16729";"29396";"18";"17";"0";"0";"29388";"29398";"10";"7";"0";"0";"24490";"29400";"12";"7";"0";"0";"48998";"29402";"6";"2";"0";"0"
"";"2024-10-24";"16:13:18.233";"24695";"24508";"29420";"12";"7";"0";"0";"16732";"29401";"19";"18";"0";"0";"29394";"29404";"10";"7";"0";"0";"24495";"29406";"12";"7";"0";"0";"49008";"29408";"6";"3";"0";"0"
"";"2024-10-24";"16:13:18.278";"24740";"24513";"29426";"12";"7";"0";"0";"16735";"29407";"19";"18";"0";"0";"29399";"29409";"10";"6";"0";"0";"24499";"29411";"12";"7";"0";"0";"49016";"29413";"6";"2";"0";"0"
"";"2024-10-24";"16:13:18.338";"24800";"24517";"29431";"12";"7";"0";"0";"16738";"29413";"19";"18";"0";"0";"29405";"29415";"10";"6";"0";"0";"24504";"29417";"12";"8";"0";"0";"49026";"29419";"6";"2";"0";"0"
"";"2024-10-24";"16:13:18.386";"24848";"24521";"29435";"12";"8";"0";"0";"16741";"29418";"19";"18";"0";"0";"29410";"29420";"10";"6";"0";"0";"24508";"29421";"12";"7";"0";"0";"49034";"29424";"6";"2";"0";"0"
"";"2024-10-24";"16:13:18.422";"24884";"24525";"29440";"12";"8";"0";"0";"16743";"29422";"17";"16";"0";"0";"29414";"29424";"10";"6";"0";"0";"24511";"29425";"12";"7";"0";"0";"49040";"29427";"6";"2";"0";"0"
"";"2024-10-24";"16:13:18.470";"24932";"24528";"29444";"12";"8";"0";"0";"16745";"29425";"19";"18";"0";"0";"29418";"29428";"10";"7";"0";"0";"24515";"29430";"12";"7";"0";"0";"49048";"29432";"6";"2";"0";"0"
"";"2024-10-24";"16:13:18.544";"25006";"24532";"29449";"12";"7";"0";"0";"16749";"29433";"18";"17";"0";"0";"29425";"29435";"10";"8";"0";"0";"24521";"29437";"12";"7";"0";"0";"49060";"29439";"6";"2";"0";"0"
"";"2024-10-24";"16:13:18.602";"25064";"24539";"29457";"12";"7";"0";"0";"16753";"29440";"19";"18";"0";"0";"29432";"29442";"10";"6";"0";"0";"24526";"29443";"12";"8";"0";"0";"49070";"29445";"6";"2";"0";"0"
"";"2024-10-24";"16:13:18.650";"25112";"24543";"29462";"12";"8";"0";"0";"16755";"29444";"17";"16";"0";"0";"29436";"29446";"10";"7";"0";"0";"24530";"29448";"12";"8";"0";"0";"49078";"29450";"6";"2";"0";"0"
"";"2024-10-24";"16:13:18.698";"25160";"24547";"29467";"12";"8";"0";"0";"16758";"29449";"19";"18";"0";"0";"29441";"29451";"10";"7";"0";"0";"24534";"29453";"12";"7";"0";"0";"49086";"29455";"6";"2";"0";"0"
"";"2024-10-24";"16:13:18.758";"25220";"24551";"29471";"12";"9";"0";"0";"16761";"29454";"18";"17";"0";"0";"29447";"29457";"10";"4";"0";"0";"24539";"29459";"12";"7";"0";"0";"49096";"29461";"6";"2";"0";"0"
"";"2024-10-24";"16:13:18.820";"25282";"24556";"29477";"12";"7";"0";"0";"16764";"29460";"17";"16";"0";"0";"29452";"29462";"10";"6";"0";"0";"24543";"29463";"12";"7";"0";"0";"49104";"29466";"6";"3";"0";"0"
"";"2024-10-24";"16:13:18.880";"25342";"24562";"29485";"12";"7";"0";"0";"16768";"29467";"19";"18";"0";"0";"29459";"29469";"10";"6";"0";"0";"24549";"29471";"12";"8";"0";"0";"49116";"29473";"6";"2";"0";"0"
"";"2024-10-24";"16:13:18.940";"25402";"24567";"29491";"12";"7";"0";"0";"16771";"29472";"19";"18";"0";"0";"29465";"29475";"10";"7";"0";"0";"24554";"29477";"12";"8";"0";"0";"49126";"29479";"6";"2";"0";"0"
"";"2024-10-24";"16:13:18.998";"25460";"24572";"29497";"12";"7";"0";"0";"16775";"29480";"17";"16";"0";"0";"29471";"29481";"10";"6";"0";"0";"24559";"29483";"12";"7";"0";"0";"49136";"29485";"6";"2";"0";"0"
"";"2024-10-24";"16:13:19.070";"25532";"24577";"29503";"12";"8";"0";"0";"16778";"29485";"18";"17";"0";"0";"29478";"29488";"10";"8";"0";"0";"24565";"29490";"12";"8";"0";"0";"49148";"29492";"6";"3";"0";"0"
"";"2024-10-24";"16:13:19.108";"25570";"24582";"29509";"12";"7";"0";"0";"16781";"29490";"19";"18";"0";"0";"29482";"29492";"10";"6";"0";"0";"24568";"29493";"12";"8";"0";"0";"49154";"29496";"6";"3";"0";"0"
"";"2024-10-24";"16:13:19.168";"25630";"24586";"29513";"12";"8";"0";"0";"16784";"29496";"19";"18";"0";"0";"29488";"29498";"10";"6";"0";"0";"24573";"29499";"12";"7";"0";"0";"49164";"29502";"6";"3";"0";"0"
"";"2024-10-24";"16:13:19.216";"25678";"24591";"29519";"12";"8";"0";"0";"16787";"29501";"19";"18";"0";"0";"29493";"29503";"10";"6";"0";"0";"24577";"29504";"12";"8";"0";"0";"49172";"29506";"6";"3";"0";"0"
"";"2024-10-24";"16:13:19.275";"25737";"24595";"29524";"12";"9";"0";"0";"16790";"29507";"21";"19";"0";"0";"29499";"29509";"10";"7";"0";"0";"24582";"29510";"12";"7";"0";"0";"49182";"29512";"6";"3";"0";"0"
"";"2024-10-24";"16:13:19.310";"25772";"24599";"29529";"12";"8";"0";"0";"16792";"29511";"19";"17";"0";"0";"29503";"29513";"10";"7";"0";"0";"24585";"29514";"12";"7";"0";"0";"49188";"29516";"6";"3";"0";"0"
"";"2024-10-24";"16:13:19.358";"25820";"24602";"29533";"12";"6";"0";"0";"16794";"29515";"20";"18";"0";"0";"29507";"29517";"10";"7";"0";"0";"24589";"29519";"12";"7";"0";"0";"49196";"29521";"6";"2";"0";"0"
"";"2024-10-24";"16:13:19.396";"25858";"24606";"29537";"12";"9";"0";"0";"16796";"29519";"21";"17";"0";"0";"29511";"29521";"10";"6";"0";"0";"24592";"29522";"12";"8";"0";"0";"49202";"29524";"6";"2";"0";"0"
"";"2024-10-24";"16:13:19.455";"25917";"24610";"29542";"12";"8";"0";"0";"16799";"29525";"18";"17";"0";"0";"29517";"29527";"10";"6";"0";"0";"24597";"29528";"12";"7";"0";"0";"49212";"29530";"6";"2";"0";"0"
"";"2024-10-24";"16:13:19.503";"25965";"24615";"29548";"12";"9";"0";"0";"16802";"29530";"19";"18";"0";"0";"29522";"29532";"10";"5";"0";"0";"24601";"29533";"12";"7";"0";"0";"49220";"29535";"6";"2";"0";"0"
"";"2024-10-24";"16:13:19.563";"26025";"24619";"29553";"12";"8";"0";"0";"16805";"29536";"19";"18";"0";"0";"29528";"29538";"10";"7";"0";"0";"24606";"29539";"12";"8";"0";"0";"49230";"29541";"6";"3";"0";"0"
"";"2024-10-24";"16:13:19.636";"26098";"24624";"29559";"12";"9";"0";"0";"16808";"29541";"20";"20";"0";"0";"29534";"29544";"10";"6";"0";"0";"24612";"29546";"12";"7";"0";"0";"49242";"29548";"6";"2";"0";"0"
"";"2024-10-24";"16:13:19.695";"26157";"24630";"29566";"12";"7";"0";"0";"16812";"29549";"20";"17";"0";"0";"29541";"29551";"10";"6";"0";"0";"24617";"29552";"12";"7";"0";"0";"49252";"29554";"6";"2";"0";"0"
"";"2024-10-24";"16:13:19.756";"26218";"24635";"29572";"12";"9";"0";"0";"16815";"29555";"20";"19";"0";"0";"29547";"29557";"10";"7";"0";"0";"24622";"29558";"12";"7";"0";"0";"49262";"29560";"6";"2";"0";"0"
"";"2024-10-24";"16:13:19.815";"26277";"24640";"29578";"12";"7";"0";"0";"16818";"29560";"18";"19";"0";"0";"29553";"29563";"10";"6";"0";"0";"24627";"29564";"12";"6";"0";"0";"49272";"29566";"6";"2";"0";"0"
